Entry,Exp_Rate_Constant k1 (M-1s-1),Substrate SMILES,Nucleophile SMILES,Product SMILES,Reaction SMILES,Temp (K),Activation Free Energy (kcalmol-1),Reference,Year,Title,Authors,DOI,Book_Page,Table,Nucleophile,Leaving Group,Solvent,logk,Entry IDs of Duplicates,Model_Flag
434,0.000000086,CC(=O)c1ccc(Br)cc1,C1CCNCC1,CC(=O)c1ccc(N2CCCCC2)cc1,CC(=O)c1ccc(Br)cc1.C1CCNCC1>>CC(=O)c1ccc(N2CCCCC2)cc1,363,33.09,"J. Am. Chem. Soc., 1953, 75, 642-645",1953,Comparative Activation of Nucleophilic Substitution in 4-Substituted-2-nitrochlorobenzenes1,"Bunnett, J. F.;Draper, Franklin;Ryason, P. R.;Noble, Paul;Tonkyn, R. G.;Zahler, R. E.",https://doi.org/10.1021/ja01099a036,,Table2,Piperidine,Br,Benzene,-7.07,,modelled
435,,O=[N+]([O-])c1ccc(Br)c([N+](=O)[O-])c1,C1CCNCC1,O=[N+]([O-])c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Br)c([N+](=O)[O-])c1.C1CCNCC1>>O=[N+]([O-])c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,298,,"J. Am. Chem. Soc., 1952, 74, 1574-1579",1952,Nucleophilic Displacement in the Benzene Series1,"Berliner, Ernst;Monack, Louise C.",https://doi.org/10.1021/ja01126a069,,Table1,Piperidine,Br,Piperidine,,,missing data
436,0.0227,O=[N+]([O-])c1cc(Br)ccc1Br,C1CCNCC1,O=[N+]([O-])c1cc(Br)ccc1N1CCCCC1,O=[N+]([O-])c1cc(Br)ccc1Br.C1CCNCC1>>O=[N+]([O-])c1cc(Br)ccc1N1CCCCC1,298,19.66,"J. Am. Chem. Soc., 1952, 74, 1574-1579",1952,Nucleophilic Displacement in the Benzene Series1,"Berliner, Ernst;Monack, Louise C.",https://doi.org/10.1021/ja01126a069,,Table1,Piperidine,Br,Piperidine,-1.64,,modelled
437,0.0162,O=[N+]([O-])c1cc(Cl)ccc1Br,C1CCNCC1,O=[N+]([O-])c1cc(Cl)ccc1N1CCCCC1,O=[N+]([O-])c1cc(Cl)ccc1Br.C1CCNCC1>>O=[N+]([O-])c1cc(Cl)ccc1N1CCCCC1,298,19.86,"J. Am. Chem. Soc., 1952, 74, 1574-1579",1952,Nucleophilic Displacement in the Benzene Series1,"Berliner, Ernst;Monack, Louise C.",https://doi.org/10.1021/ja01126a069,,Table1,Piperidine,Br,Piperidine,-1.79,,modelled
438,0.0157,O=[N+]([O-])c1cc(I)ccc1Br,C1CCNCC1,O=[N+]([O-])c1cc(I)ccc1N1CCCCC1,O=[N+]([O-])c1cc(I)ccc1Br.C1CCNCC1>>O=[N+]([O-])c1cc(I)ccc1N1CCCCC1,298,19.88,"J. Am. Chem. Soc., 1952, 74, 1574-1579",1952,Nucleophilic Displacement in the Benzene Series1,"Berliner, Ernst;Monack, Louise C.",https://doi.org/10.1021/ja01126a069,,Table1,Piperidine,Br,Piperidine,-1.8,,modelled
439,0.0073,O=C([O-])c1ccc(Br)c([N+](=O)[O-])c1,C1CCNCC1,O=C([O-])c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,O=C([O-])c1ccc(Br)c([N+](=O)[O-])c1.C1CCNCC1>>O=C([O-])c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,298,20.33,"J. Am. Chem. Soc., 1952, 74, 1574-1579",1952,Nucleophilic Displacement in the Benzene Series1,"Berliner, Ernst;Monack, Louise C.",https://doi.org/10.1021/ja01126a069,,Table1,Piperidine,Br,Piperidine,-2.14,,modelled
440,0.0029,O=[N+]([O-])c1ccccc1Br,C1CCNCC1,O=[N+]([O-])c1ccccc1N1CCCCC1,O=[N+]([O-])c1ccccc1Br.C1CCNCC1>>O=[N+]([O-])c1ccccc1N1CCCCC1,298,20.88,"J. Am. Chem. Soc., 1952, 74, 1574-1579",1952,Nucleophilic Displacement in the Benzene Series1,"Berliner, Ernst;Monack, Louise C.",https://doi.org/10.1021/ja01126a069,,Table1,Piperidine,Br,Piperidine,-2.54,,modelled
441,0.000755,O=[N+]([O-])c1cc(F)ccc1Br,C1CCNCC1,O=[N+]([O-])c1cc(F)ccc1N1CCCCC1,O=[N+]([O-])c1cc(F)ccc1Br.C1CCNCC1>>O=[N+]([O-])c1cc(F)ccc1N1CCCCC1,298,21.68,"J. Am. Chem. Soc., 1952, 74, 1574-1579",1952,Nucleophilic Displacement in the Benzene Series1,"Berliner, Ernst;Monack, Louise C.",https://doi.org/10.1021/ja01126a069,,Table1,Piperidine,Br,Piperidine,-3.12,,modelled
442,0.000494,CC(C)(C)c1ccc(Br)c([N+](=O)[O-])c1,C1CCNCC1,CC(C)(C)c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,CC(C)(C)c1ccc(Br)c([N+](=O)[O-])c1.C1CCNCC1>>CC(C)(C)c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,298,21.93,"J. Am. Chem. Soc., 1952, 74, 1574-1579",1952,Nucleophilic Displacement in the Benzene Series1,"Berliner, Ernst;Monack, Louise C.",https://doi.org/10.1021/ja01126a069,,Table1,Piperidine,Br,Piperidine,-3.31,,modelled
443,0.000423,Cc1ccc(Br)c([N+](=O)[O-])c1,C1CCNCC1,Cc1ccc(N2CCCCC2)c([N+](=O)[O-])c1,Cc1ccc(Br)c([N+](=O)[O-])c1.C1CCNCC1>>Cc1ccc(N2CCCCC2)c([N+](=O)[O-])c1,298,22.02,"J. Am. Chem. Soc., 1952, 74, 1574-1579",1952,Nucleophilic Displacement in the Benzene Series1,"Berliner, Ernst;Monack, Louise C.",https://doi.org/10.1021/ja01126a069,,Table1,Piperidine,Br,Piperidine,-3.37,,modelled
444,0.0000522,COc1ccc(Br)c([N+](=O)[O-])c1,C1CCNCC1,COc1ccc(N2CCCCC2)c([N+](=O)[O-])c1,COc1ccc(Br)c([N+](=O)[O-])c1.C1CCNCC1>>COc1ccc(N2CCCCC2)c([N+](=O)[O-])c1,298,23.26,"J. Am. Chem. Soc., 1952, 74, 1574-1579",1952,Nucleophilic Displacement in the Benzene Series1,"Berliner, Ernst;Monack, Louise C.",https://doi.org/10.1021/ja01126a069,,Table1,Piperidine,Br,Piperidine,-4.28,,modelled
445,0.0000438,CCOc1ccc(Br)c([N+](=O)[O-])c1,C1CCNCC1,CCOc1ccc(N2CCCCC2)c([N+](=O)[O-])c1,CCOc1ccc(Br)c([N+](=O)[O-])c1.C1CCNCC1>>CCOc1ccc(N2CCCCC2)c([N+](=O)[O-])c1,298,23.36,"J. Am. Chem. Soc., 1952, 74, 1574-1579",1952,Nucleophilic Displacement in the Benzene Series1,"Berliner, Ernst;Monack, Louise C.",https://doi.org/10.1021/ja01126a069,,Table1,Piperidine,Br,Piperidine,-4.36,,modelled
446,0.00000352,CN(C)c1ccc(Br)c([N+](=O)[O-])c1,C1CCNCC1,CN(C)c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,CN(C)c1ccc(Br)c([N+](=O)[O-])c1.C1CCNCC1>>CN(C)c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,298,24.85,"J. Am. Chem. Soc., 1952, 74, 1574-1579",1952,Nucleophilic Displacement in the Benzene Series1,"Berliner, Ernst;Monack, Louise C.",https://doi.org/10.1021/ja01126a069,,Table1,Piperidine,Br,Piperidine,-5.45,,modelled
447,0.00000169,O=[N+]([O-])c1cc(O)ccc1Br,C1CCNCC1,O=[N+]([O-])c1cc(O)ccc1N1CCCCC1,O=[N+]([O-])c1cc(O)ccc1Br.C1CCNCC1>>O=[N+]([O-])c1cc(O)ccc1N1CCCCC1,298,25.29,"J. Am. Chem. Soc., 1952, 74, 1574-1579",1952,Nucleophilic Displacement in the Benzene Series1,"Berliner, Ernst;Monack, Louise C.",https://doi.org/10.1021/ja01126a069,,Table1,Piperidine,Br,Piperidine,-5.77,,modelled
448,0.00000036,Nc1ccc(Br)c([N+](=O)[O-])c1,C1CCNCC1,Nc1ccc(N2CCCCC2)c([N+](=O)[O-])c1,Nc1ccc(Br)c([N+](=O)[O-])c1.C1CCNCC1>>Nc1ccc(N2CCCCC2)c([N+](=O)[O-])c1,298,26.2,"J. Am. Chem. Soc., 1952, 74, 1574-1579",1952,Nucleophilic Displacement in the Benzene Series1,"Berliner, Ernst;Monack, Louise C.",https://doi.org/10.1021/ja01126a069,,Table1,Piperidine,Br,Piperidine,-6.44,,modelled
449,0.796,O=[N+]([O-])c1ccc(Cl)c2nonc12,C1COCCN1,O=[N+]([O-])c1ccc(N2CCOCC2)c2nonc12,O=[N+]([O-])c1ccc(Cl)c2nonc12.C1COCCN1>>O=[N+]([O-])c1ccc(N2CCOCC2)c2nonc12,293,17.25,"Int J Chem Kinet., 2017; 49,835-846",2017,Kinetic Studies on SNAr Reactions of Substituted Benzofurazan Derivatives: Quantification of the Electrophilic Reactivities and Effect of Amine Nature on Reaction Mechanism,"Raissi, H.;Jamaoui, I.;Goumont, R.;Boubaker, T.",https://doi.org/10.1002/kin.21131,,Table1,Morpholine,Cl,Acetonitrile,-0.1,,modelled
450,10.6,O=[N+]([O-])c1ccc(Cl)c2nonc12,C1CCNCC1,O=[N+]([O-])c1ccc(N2CCCCC2)c2nonc12,O=[N+]([O-])c1ccc(Cl)c2nonc12.C1CCNCC1>>O=[N+]([O-])c1ccc(N2CCCCC2)c2nonc12,293,15.75,"Int J Chem Kinet., 2017; 49,835-846",2017,Kinetic Studies on SNAr Reactions of Substituted Benzofurazan Derivatives: Quantification of the Electrophilic Reactivities and Effect of Amine Nature on Reaction Mechanism,"Raissi, H.;Jamaoui, I.;Goumont, R.;Boubaker, T.",https://doi.org/10.1002/kin.21131,,Table1,Piperidine,Cl,Acetonitrile,1.03,,modelled
451,44.2,O=[N+]([O-])c1ccc(Cl)c2nonc12,C1CCNC1,O=[N+]([O-])c1ccc(N2CCCC2)c2nonc12,O=[N+]([O-])c1ccc(Cl)c2nonc12.C1CCNC1>>O=[N+]([O-])c1ccc(N2CCCC2)c2nonc12,293,14.92,"Int J Chem Kinet., 2017; 49,835-846",2017,Kinetic Studies on SNAr Reactions of Substituted Benzofurazan Derivatives: Quantification of the Electrophilic Reactivities and Effect of Amine Nature on Reaction Mechanism,"Raissi, H.;Jamaoui, I.;Goumont, R.;Boubaker, T.",https://doi.org/10.1002/kin.21131,,Table1,Pyrrolidine,Cl,Acetonitrile,1.65,,modelled
452,0.111,COc1ccc([N+](=O)[O-])c2nonc12,C1COCCN1,O=[N+]([O-])c1ccc(N2CCOCC2)c2nonc12,COc1ccc([N+](=O)[O-])c2nonc12.C1COCCN1>>O=[N+]([O-])c1ccc(N2CCOCC2)c2nonc12,293,18.4,"Int J Chem Kinet., 2017; 49,835-846",2017,Kinetic Studies on SNAr Reactions of Substituted Benzofurazan Derivatives: Quantification of the Electrophilic Reactivities and Effect of Amine Nature on Reaction Mechanism,"Raissi, H.;Jamaoui, I.;Goumont, R.;Boubaker, T.",https://doi.org/10.1002/kin.21131,,Table1,Morpholine,Methoxide,Acetonitrile,-0.95,,modelled
453,2.29,COc1ccc([N+](=O)[O-])c2nonc12,C1CCNCC1,O=[N+]([O-])c1ccc(N2CCCCC2)c2nonc12,COc1ccc([N+](=O)[O-])c2nonc12.C1CCNCC1>>O=[N+]([O-])c1ccc(N2CCCCC2)c2nonc12,293,16.64,"Int J Chem Kinet., 2017; 49,835-846",2017,Kinetic Studies on SNAr Reactions of Substituted Benzofurazan Derivatives: Quantification of the Electrophilic Reactivities and Effect of Amine Nature on Reaction Mechanism,"Raissi, H.;Jamaoui, I.;Goumont, R.;Boubaker, T.",https://doi.org/10.1002/kin.21131,,Table1,Piperidine,Methoxide,Acetonitrile,0.36,,modelled
454,7.91,COc1ccc([N+](=O)[O-])c2nonc12,C1CCNC1,O=[N+]([O-])c1ccc(N2CCCC2)c2nonc12,COc1ccc([N+](=O)[O-])c2nonc12.C1CCNC1>>O=[N+]([O-])c1ccc(N2CCCC2)c2nonc12,293,15.92,"Int J Chem Kinet., 2017; 49,835-846",2017,Kinetic Studies on SNAr Reactions of Substituted Benzofurazan Derivatives: Quantification of the Electrophilic Reactivities and Effect of Amine Nature on Reaction Mechanism,"Raissi, H.;Jamaoui, I.;Goumont, R.;Boubaker, T.",https://doi.org/10.1002/kin.21131,,Table1,Pyrrolidine,Methoxide,Acetonitrile,0.9,,modelled
455,0.00012,O=[N+]([O-])c1ccc(Cl)c2nonc12,Nc1ccccc1,O=[N+]([O-])c1ccc(Nc2ccccc2)c2nonc12,O=[N+]([O-])c1ccc(Cl)c2nonc12.Nc1ccccc1>>O=[N+]([O-])c1ccc(Nc2ccccc2)c2nonc12,293,22.37,"Int J Chem Kinet., 2017; 49,835-846",2017,Kinetic Studies on SNAr Reactions of Substituted Benzofurazan Derivatives: Quantification of the Electrophilic Reactivities and Effect of Amine Nature on Reaction Mechanism,"Raissi, H.;Jamaoui, I.;Goumont, R.;Boubaker, T.",https://doi.org/10.1002/kin.21131,,Table2,Aniline,Cl,Acetonitrile,-3.92,,modelled
456,0.00077,O=[N+]([O-])c1ccc(Cl)c2nonc12,Cc1ccc(N)cc1,Cc1ccc(Nc2ccc([N+](=O)[O-])c3nonc23)cc1,O=[N+]([O-])c1ccc(Cl)c2nonc12.Cc1ccc(N)cc1>>Cc1ccc(Nc2ccc([N+](=O)[O-])c3nonc23)cc1,293,21.29,"Int J Chem Kinet., 2017; 49,835-846",2017,Kinetic Studies on SNAr Reactions of Substituted Benzofurazan Derivatives: Quantification of the Electrophilic Reactivities and Effect of Amine Nature on Reaction Mechanism,"Raissi, H.;Jamaoui, I.;Goumont, R.;Boubaker, T.",https://doi.org/10.1002/kin.21131,,Table2,4-methylaniline,Cl,Acetonitrile,-3.11,,modelled
457,0.00388,O=[N+]([O-])c1ccc(Cl)c2nonc12,COc1ccc(N)cc1,COc1ccc(Nc2ccc([N+](=O)[O-])c3nonc23)cc1,O=[N+]([O-])c1ccc(Cl)c2nonc12.COc1ccc(N)cc1>>COc1ccc(Nc2ccc([N+](=O)[O-])c3nonc23)cc1,293,20.35,"Int J Chem Kinet., 2017; 49,835-846",2017,Kinetic Studies on SNAr Reactions of Substituted Benzofurazan Derivatives: Quantification of the Electrophilic Reactivities and Effect of Amine Nature on Reaction Mechanism,"Raissi, H.;Jamaoui, I.;Goumont, R.;Boubaker, T.",https://doi.org/10.1002/kin.21131,,Table2,4-methoxyaniline,Cl,Acetonitrile,-2.41,,modelled
458,0.0112,O=[N+]([O-])c1ccc(Cl)c2nonc12,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c2nonc12,O=[N+]([O-])c1ccc(Cl)c2nonc12.Nc1ccc(O)cc1>>O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c2nonc12,293,19.73,"Int J Chem Kinet., 2017; 49,835-846",2017,Kinetic Studies on SNAr Reactions of Substituted Benzofurazan Derivatives: Quantification of the Electrophilic Reactivities and Effect of Amine Nature on Reaction Mechanism,"Raissi, H.;Jamaoui, I.;Goumont, R.;Boubaker, T.",https://doi.org/10.1002/kin.21131,,Table2,4-aminophenol,Cl,Acetonitrile,-1.95,,modelled
459,0.0000682,COc1ccc([N+](=O)[O-])c2nonc12,Nc1ccccc1,O=[N+]([O-])c1ccc(Nc2ccccc2)c2nonc12,COc1ccc([N+](=O)[O-])c2nonc12.Nc1ccccc1>>O=[N+]([O-])c1ccc(Nc2ccccc2)c2nonc12,293,22.7,"Int J Chem Kinet., 2017; 49,835-846",2017,Kinetic Studies on SNAr Reactions of Substituted Benzofurazan Derivatives: Quantification of the Electrophilic Reactivities and Effect of Amine Nature on Reaction Mechanism,"Raissi, H.;Jamaoui, I.;Goumont, R.;Boubaker, T.",https://doi.org/10.1002/kin.21131,,Table2,Aniline,Methoxide,Acetonitrile,-4.17,,modelled
460,0.000226,COc1ccc([N+](=O)[O-])c2nonc12,Cc1ccc(N)cc1,Cc1ccc(Nc2ccc([N+](=O)[O-])c3nonc23)cc1,COc1ccc([N+](=O)[O-])c2nonc12.Cc1ccc(N)cc1>>Cc1ccc(Nc2ccc([N+](=O)[O-])c3nonc23)cc1,293,22,"Int J Chem Kinet., 2017; 49,835-846",2017,Kinetic Studies on SNAr Reactions of Substituted Benzofurazan Derivatives: Quantification of the Electrophilic Reactivities and Effect of Amine Nature on Reaction Mechanism,"Raissi, H.;Jamaoui, I.;Goumont, R.;Boubaker, T.",https://doi.org/10.1002/kin.21131,,Table2,4-methylaniline,Methoxide,Acetonitrile,-3.65,,modelled
461,0.000946,COc1ccc([N+](=O)[O-])c2nonc12,COc1ccc(N)cc1,COc1ccc(Nc2ccc([N+](=O)[O-])c3nonc23)cc1,COc1ccc([N+](=O)[O-])c2nonc12.COc1ccc(N)cc1>>COc1ccc(Nc2ccc([N+](=O)[O-])c3nonc23)cc1,293,21.17,"Int J Chem Kinet., 2017; 49,835-846",2017,Kinetic Studies on SNAr Reactions of Substituted Benzofurazan Derivatives: Quantification of the Electrophilic Reactivities and Effect of Amine Nature on Reaction Mechanism,"Raissi, H.;Jamaoui, I.;Goumont, R.;Boubaker, T.",https://doi.org/10.1002/kin.21131,,Table2,4-methoxyaniline,Methoxide,Acetonitrile,-3.02,,modelled
462,0.00214,COc1ccc([N+](=O)[O-])c2nonc12,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c2nonc12,COc1ccc([N+](=O)[O-])c2nonc12.Nc1ccc(O)cc1>>O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c2nonc12,293,20.7,"Int J Chem Kinet., 2017; 49,835-846",2017,Kinetic Studies on SNAr Reactions of Substituted Benzofurazan Derivatives: Quantification of the Electrophilic Reactivities and Effect of Amine Nature on Reaction Mechanism,"Raissi, H.;Jamaoui, I.;Goumont, R.;Boubaker, T.",https://doi.org/10.1002/kin.21131,,Table2,4-aminophenol,Methoxide,Acetonitrile,-2.67,,modelled
463,0.381,Clc1ncnc2ccccc12,Nc1ccccc1,c1ccc(Nc2ncnc3ccccc23)cc1,Clc1ncnc2ccccc12.Nc1ccccc1>>c1ccc(Nc2ncnc3ccccc23)cc1,298,18,"Frontiers in Chemistry,2018,6, 509",2018,Activation of Electrophile/Nucleophile Pair by a Nucleophilic and Electrophilic Solvation in a SNAr Reaction,"Sánchez,Bruno;Calderón,Cristian;Tapia,Ricardo A.;Contreras,Renato;Campodónico,Paola R.",https://doi.org/10.3389/fchem.2018.00509,,Table1,Analine,Cl,Water,-0.42,,modelled
464,0.025,Clc1ncnc2ccccc12,NN,NNc1ncnc2ccccc12,Clc1ncnc2ccccc12.NN>>NNc1ncnc2ccccc12,298,19.61,"Frontiers in Chemistry,2018,6, 509",2018,Activation of Electrophile/Nucleophile Pair by a Nucleophilic and Electrophilic Solvation in a SNAr Reaction,"Sánchez,Bruno;Calderón,Cristian;Tapia,Ricardo A.;Contreras,Renato;Campodónico,Paola R.",https://doi.org/10.3389/fchem.2018.00509,,Table1,Hydrazine,Cl,Water,-1.6,"465, 466, 467",modelled
465,0.071,Clc1ncnc2ccccc12,NN,NNc1ncnc2ccccc12,Clc1ncnc2ccccc12.NN>>NNc1ncnc2ccccc12,298,18.99,"Frontiers in Chemistry,2018,6, 509",2018,Activation of Electrophile/Nucleophile Pair by a Nucleophilic and Electrophilic Solvation in a SNAr Reaction,"Sánchez,Bruno;Calderón,Cristian;Tapia,Ricardo A.;Contreras,Renato;Campodónico,Paola R.",https://doi.org/10.3389/fchem.2018.00509,,,Hydrazine,Cl,Ethanol,-1.15,"464, 466, 467",modelled
466,0.027,Clc1ncnc2ccccc12,NN,NNc1ncnc2ccccc12,Clc1ncnc2ccccc12.NN>>NNc1ncnc2ccccc12,298,19.56,"Frontiers in Chemistry,2018,6, 509",2018,Activation of Electrophile/Nucleophile Pair by a Nucleophilic and Electrophilic Solvation in a SNAr Reaction,"Sánchez,Bruno;Calderón,Cristian;Tapia,Ricardo A.;Contreras,Renato;Campodónico,Paola R.",https://doi.org/10.3389/fchem.2018.00509,,,Hydrazine,Cl,Dioxane,-1.57,"464, 465, 467",modelled
467,0.012,Clc1ncnc2ccccc12,NN,NNc1ncnc2ccccc12,Clc1ncnc2ccccc12.NN>>NNc1ncnc2ccccc12,298,20.04,"Frontiers in Chemistry,2018,6, 509",2018,Activation of Electrophile/Nucleophile Pair by a Nucleophilic and Electrophilic Solvation in a SNAr Reaction,"Sánchez,Bruno;Calderón,Cristian;Tapia,Ricardo A.;Contreras,Renato;Campodónico,Paola R.",https://doi.org/10.3389/fchem.2018.00509,,,Hydrazine,Cl,Acetonitrile,-1.92,"464, 465, 466",modelled
468,1.2589,O=[N+]([O-])c1ccc(F)cc1,[N-]=[N+]=[N-],[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(F)cc1.[N-]=[N+]=[N-]>>[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,298,17.29,"J. Am. Chem. Soc., 1968, 90, 5049-5069",1968,Solvation of ions. XIV. Protic-dipolar aprotic solvent effects on rates of bimolecular reactions. Solvent activity coefficients of reactants and transition states at 25°,"Alexander, R.; Ko, E. C. F.;Parker, A. J.;Broxton, T. J.",https://doi.org/10.1021/ja01021a002,,Table IV,Azide,F,HMPT,0.1,"215, 216, 217, 218, 219, 220, 221, 222, 223, 469, 470",modelled
469,0.00199,O=[N+]([O-])c1ccc(F)cc1,[N-]=[N+]=[N-],[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(F)cc1.[N-]=[N+]=[N-]>>[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,298,21.1,"J. Am. Chem. Soc., 1968, 90, 5049-5069",1968,Solvation of ions. XIV. Protic-dipolar aprotic solvent effects on rates of bimolecular reactions. Solvent activity coefficients of reactants and transition states at 25°,"Alexander, R.; Ko, E. C. F.;Parker, A. J.;Broxton, T. J.",https://doi.org/10.1021/ja01021a002,,Table IV,Azide,F,TMS,-2.7,"215, 216, 217, 218, 219, 220, 221, 222, 223, 468, 470",removed
470,0.01259,O=[N+]([O-])c1ccc(F)cc1,[N-]=[N+]=[N-],[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(F)cc1.[N-]=[N+]=[N-]>>[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,298,20.01,"J. Am. Chem. Soc., 1968, 90, 5049-5069",1968,Solvation of ions. XIV. Protic-dipolar aprotic solvent effects on rates of bimolecular reactions. Solvent activity coefficients of reactants and transition states at 25°,"Alexander, R.; Ko, E. C. F.;Parker, A. J.;Broxton, T. J.",https://doi.org/10.1021/ja01021a002,,Table IV,Azide,F,NMP,-1.9,"215, 216, 217, 218, 219, 220, 221, 222, 223, 468, 469",not modelled
471,0.001995,O=[N+]([O-])c1ccc(Oc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)cc1,[N-]=[N+]=[N-],[N-]=[N+]=Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Oc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)cc1.[N-]=[N+]=[N-]>>[N-]=[N+]=Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,298,21.1,"J. Am. Chem. Soc., 1968, 90, 5049-5069",1968,Solvation of ions. XIV. Protic-dipolar aprotic solvent effects on rates of bimolecular reactions. Solvent activity coefficients of reactants and transition states at 25°,"Alexander, R.; Ko, E. C. F.;Parker, A. J.;Broxton, T. J.",https://doi.org/10.1021/ja01021a002,,Table IV,Azide,4-nitrophenolate,Methanol,-2.7,472,not modelled
472,5.01187,O=[N+]([O-])c1ccc(Oc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)cc1,[N-]=[N+]=[N-],[N-]=[N+]=Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Oc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)cc1.[N-]=[N+]=[N-]>>[N-]=[N+]=Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,298,16.47,"J. Am. Chem. Soc., 1968, 90, 5049-5069",1968,Solvation of ions. XIV. Protic-dipolar aprotic solvent effects on rates of bimolecular reactions. Solvent activity coefficients of reactants and transition states at 25°,"Alexander, R.; Ko, E. C. F.;Parker, A. J.;Broxton, T. J.",https://doi.org/10.1021/ja01021a002,,Table IV,Azide,4-nitrophenolate,DMF,0.7,471,not modelled
473,0.000000001,O=[N+]([O-])c1cc(I)cc([N+](=O)[O-])c1,[Br-],O=[N+]([O-])c1cc(Br)cc([N+](=O)[O-])c1,O=[N+]([O-])c1cc(I)cc([N+](=O)[O-])c1.[Br-]>>O=[N+]([O-])c1cc(Br)cc([N+](=O)[O-])c1,298,29.68,"J. Am. Chem. Soc., 1968, 90, 5049-5069",1968,Solvation of ions. XIV. Protic-dipolar aprotic solvent effects on rates of bimolecular reactions. Solvent activity coefficients of reactants and transition states at 25°,"Alexander, R.; Ko, E. C. F.;Parker, A. J.;Broxton, T. J.",https://doi.org/10.1021/ja01021a002,,Table IV,Bromide,I,Methanol,-9,474,not modelled
474,0.0000794,O=[N+]([O-])c1cc(I)cc([N+](=O)[O-])c1,[Br-],O=[N+]([O-])c1cc(Br)cc([N+](=O)[O-])c1,O=[N+]([O-])c1cc(I)cc([N+](=O)[O-])c1.[Br-]>>O=[N+]([O-])c1cc(Br)cc([N+](=O)[O-])c1,298,23.01,"J. Am. Chem. Soc., 1968, 90, 5049-5069",1968,Solvation of ions. XIV. Protic-dipolar aprotic solvent effects on rates of bimolecular reactions. Solvent activity coefficients of reactants and transition states at 25°,"Alexander, R.; Ko, E. C. F.;Parker, A. J.;Broxton, T. J.",https://doi.org/10.1021/ja01021a002,,Table IV,Bromide,I,DMF,-4.1,473,not modelled
475,6.3096E-11,O=[N+]([O-])c1cc(I)cc([N+](=O)[O-])c1,[Cl-],O=[N+]([O-])c1cc(Cl)cc([N+](=O)[O-])c1,O=[N+]([O-])c1cc(I)cc([N+](=O)[O-])c1.[Cl-]>>O=[N+]([O-])c1cc(Cl)cc([N+](=O)[O-])c1,298,31.32,"J. Am. Chem. Soc., 1968, 90, 5049-5069",1968,Solvation of ions. XIV. Protic-dipolar aprotic solvent effects on rates of bimolecular reactions. Solvent activity coefficients of reactants and transition states at 25°,"Alexander, R.; Ko, E. C. F.;Parker, A. J.;Broxton, T. J.",https://doi.org/10.1021/ja01021a002,,Table IV,Chloride,I,Methanol,-10.2,476,not modelled
476,0.0001995,O=[N+]([O-])c1cc(I)cc([N+](=O)[O-])c1,[Cl-],O=[N+]([O-])c1cc(Cl)cc([N+](=O)[O-])c1,O=[N+]([O-])c1cc(I)cc([N+](=O)[O-])c1.[Cl-]>>O=[N+]([O-])c1cc(Cl)cc([N+](=O)[O-])c1,298,22.46,"J. Am. Chem. Soc., 1968, 90, 5049-5069",1968,Solvation of ions. XIV. Protic-dipolar aprotic solvent effects on rates of bimolecular reactions. Solvent activity coefficients of reactants and transition states at 25°,"Alexander, R.; Ko, E. C. F.;Parker, A. J.;Broxton, T. J.",https://doi.org/10.1021/ja01021a002,,Table IV,Chloride,I,DMF,-3.7,475,not modelled
